arm,seed,gen,ppf_pred,sigma,h_hist_pop,sens_novelty,composite,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,pos_16,pos_17,pos_18,pos_19,pos_20,pos_21,pos_22,pos_23,pos_24,pos_25,pos_26,pos_27,pos_28,pos_29,pos_30
A_baseline,271,1,2.237348794937134,0.09682640433311462,1.7313107864389532,0.0,0.09682640433311462,4,1,4,1,4,6,1,5,5,3,1,1,5,1,5,1,3,6,4,6,1,7,3,2,4,1,1,8,8,4,1
A_baseline,271,1,2.1072146892547607,0.07853040099143982,1.7313107864389532,0.0,0.07853040099143982,1,1,3,4,4,1,1,9,1,3,1,4,1,6,1,1,3,3,1,4,6,6,1,7,4,1,4,3,6,8,1
A_baseline,271,2,3.289065361022949,0.08437605947256088,1.725204445627406,0.0,0.08437605947256088,6,1,1,5,1,3,4,6,1,1,4,1,1,3,5,5,1,5,4,5,5,9,4,3,1,4,4,5,1,5,2
A_baseline,271,2,2.5990869998931885,0.1007307767868042,1.725204445627406,0.0,0.1007307767868042,5,1,1,3,3,3,1,9,4,1,1,3,4,3,1,3,1,1,1,3,5,4,1,1,6,1,6,1,3,1,5
A_baseline,271,2,3.0776236057281494,0.11605135351419449,1.725204445627406,0.0,0.11605135351419449,4,6,4,1,5,1,1,3,5,4,4,1,9,1,4,3,3,3,9,1,2,4,7,5,4,6,1,8,1,4,6
A_baseline,271,2,2.9137637615203857,0.08801180124282837,1.725204445627406,0.0,0.08801180124282837,5,4,5,4,4,6,7,1,6,1,4,9,3,5,1,1,3,4,8,1,5,4,6,5,4,6,4,8,1,1,1
A_baseline,271,2,3.8887221813201904,0.12112388014793396,1.725204445627406,0.0,0.12112388014793396,1,5,1,1,1,4,4,6,1,7,1,1,1,3,1,4,6,4,6,4,1,9,5,1,3,3,1,1,1,3,6
A_baseline,271,2,2.6622138023376465,0.09376704692840576,1.725204445627406,0.0,0.09376704692840576,5,8,9,1,5,1,3,4,3,1,6,4,4,6,3,3,4,4,8,3,6,4,4,1,5,1,1,1,1,5,1
A_baseline,271,2,3.753952741622925,0.12949682772159576,1.725204445627406,0.0,0.12949682772159576,6,4,1,1,1,3,1,6,5,5,8,1,1,4,1,5,1,7,3,5,5,6,7,1,1,1,2,5,3,4,1
A_baseline,271,2,2.344639539718628,0.08795329183340073,1.725204445627406,0.0,0.08795329183340073,1,1,1,1,4,1,1,5,1,1,3,4,6,6,6,1,1,3,1,1,1,1,1,4,1,1,4,3,7,6,1
A_baseline,271,2,2.637664794921875,0.08662481606006622,1.725204445627406,0.0,0.08662481606006622,7,8,5,8,1,4,1,4,1,3,4,1,3,1,4,1,3,8,1,1,1,5,4,1,1,6,4,2,1,5,5
A_baseline,271,2,3.832554578781128,0.09179846942424774,1.725204445627406,0.0,0.09179846942424774,3,1,6,1,3,7,9,3,5,8,4,1,7,3,3,2,1,1,3,5,6,7,4,3,1,1,6,6,4,4,3
A_baseline,271,2,2.470480442047119,0.0874965488910675,1.725204445627406,0.0,0.0874965488910675,4,5,7,3,4,3,4,1,1,3,1,3,1,7,5,3,1,1,1,6,6,4,1,5,4,6,3,5,2,4,1
A_baseline,271,2,3.611588478088379,0.11684378981590271,1.725204445627406,0.0,0.11684378981590271,2,1,3,1,4,1,5,1,6,7,4,7,3,4,5,2,4,1,9,5,5,4,1,1,4,1,3,1,4,1,1
A_baseline,271,2,4.887786865234375,0.15262047946453094,1.725204445627406,0.0,0.15262047946453094,1,5,1,3,1,7,5,7,2,4,4,7,3,3,1,4,5,1,1,3,1,1,3,1,6,6,1,3,4,1,1
A_baseline,271,2,4.296363353729248,0.1304202824831009,1.725204445627406,0.0,0.1304202824831009,1,6,4,3,1,1,6,5,2,5,1,7,1,1,1,4,4,6,1,4,4,3,1,1,1,3,4,8,5,1,1
A_baseline,271,2,5.3887715339660645,0.21969451010227203,1.725204445627406,0.0,0.21969451010227203,5,5,4,5,4,9,3,1,2,1,5,3,2,4,1,3,1,8,3,5,9,1,6,4,5,4,4,8,7,4,1
A_baseline,271,2,2.6256661415100098,0.08682341873645782,1.725204445627406,0.0,0.08682341873645782,1,1,6,6,4,1,1,9,7,8,6,4,6,1,4,6,4,4,1,4,3,1,1,5,3,3,1,1,5,4,1
A_baseline,271,2,3.3438971042633057,0.08980756998062134,1.725204445627406,0.0,0.08980756998062134,1,1,1,4,8,6,5,5,1,5,3,1,4,3,4,4,1,3,1,3,1,5,1,2,1,5,1,1,4,4,5
A_baseline,271,2,2.5706372261047363,0.09046663343906403,1.725204445627406,0.0,0.09046663343906403,3,5,1,4,6,5,1,2,4,3,8,1,4,3,6,1,1,7,1,1,5,9,7,4,5,8,4,1,3,4,1
A_baseline,271,2,6.544338226318359,0.3297620713710785,1.725204445627406,0.0,0.3297620713710785,1,5,5,1,4,3,3,4,5,4,1,4,1,1,1,5,1,1,1,4,4,3,1,3,1,1,5,3,6,8,7
A_baseline,271,2,3.0804903507232666,0.09101392328739166,1.725204445627406,0.0,0.09101392328739166,1,5,8,4,5,8,9,5,3,4,3,1,1,4,1,1,6,6,1,4,6,1,3,1,1,4,1,1,6,2,4
A_baseline,271,2,3.850797176361084,0.08616925776004791,1.725204445627406,0.0,0.08616925776004791,1,6,6,1,3,1,1,5,1,1,3,1,1,9,1,5,1,3,5,4,1,1,4,1,5,1,5,2,4,1,8
A_baseline,271,2,3.8552474975585938,0.11769579350948334,1.725204445627406,0.0,0.11769579350948334,7,6,1,3,8,5,8,5,6,6,1,5,1,9,6,3,7,1,1,3,5,4,1,4,4,1,2,1,2,3,3
A_baseline,271,2,3.363863229751587,0.08796059340238571,1.725204445627406,0.0,0.08796059340238571,1,1,4,1,1,4,1,4,5,1,1,4,5,1,5,1,1,3,4,8,4,3,7,3,5,1,4,1,3,8,1
A_baseline,271,2,3.5215811729431152,0.10064399987459183,1.725204445627406,0.0,0.10064399987459183,1,5,4,1,4,8,4,1,1,1,1,4,4,1,4,7,1,1,1,4,1,5,1,4,2,5,1,5,5,5,5
A_baseline,271,3,3.5040645599365234,0.0817369595170021,1.698540079906495,0.0,0.0817369595170021,6,1,1,5,6,3,4,6,1,1,6,1,4,3,5,5,7,5,4,4,1,9,4,3,1,1,4,5,1,5,2
A_baseline,271,3,2.581801176071167,0.08114642649888992,1.698540079906495,0.0,0.08114642649888992,3,6,4,1,5,8,1,1,5,4,4,1,4,1,1,3,4,5,1,1,1,4,7,5,4,4,1,8,1,4,6
A_baseline,509,1,4.2554612159729,0.16383343935012817,1.734096799749658,0.0,0.16383343935012817,6,1,6,4,3,1,4,5,2,5,1,9,8,4,2,1,2,1,3,8,4,5,1,5,1,3,1,3,1,1,7
A_baseline,509,1,3.0273752212524414,0.08730010688304901,1.734096799749658,0.0,0.08730010688304901,1,5,1,9,4,2,1,5,3,6,1,8,1,3,1,4,5,1,5,1,4,6,5,1,3,1,1,3,4,1,6
A_baseline,509,1,2.009165048599243,0.08340226113796234,1.734096799749658,0.0,0.08340226113796234,1,3,1,4,4,3,5,7,1,9,5,1,1,4,1,1,4,1,1,6,5,1,3,8,3,5,2,4,6,5,1
A_baseline,509,1,3.9721198081970215,0.1419876366853714,1.734096799749658,0.0,0.1419876366853714,5,5,1,1,1,1,4,1,4,1,4,3,1,1,8,5,5,1,1,1,4,6,1,1,3,5,1,9,3,4,3
A_baseline,509,1,6.0500168800354,0.15420973300933838,1.734096799749658,0.0,0.15420973300933838,6,5,1,1,3,5,4,4,5,1,4,3,7,5,1,3,1,7,4,3,4,1,6,1,1,1,1,9,1,1,1
A_baseline,509,1,2.0949954986572266,0.07652889937162399,1.734096799749658,0.0,0.07652889937162399,4,6,4,2,1,1,1,5,1,3,1,1,3,5,1,4,1,1,6,7,9,1,8,7,4,9,5,3,3,1,4
A_baseline,509,1,2.879960536956787,0.07856200635433197,1.734096799749658,0.0,0.07856200635433197,3,7,4,4,5,6,1,6,1,5,5,1,1,4,6,1,5,5,1,4,5,6,1,1,3,5,1,6,1,4,1
A_baseline,509,1,2.9454095363616943,0.07854650914669037,1.734096799749658,0.0,0.07854650914669037,1,1,6,3,1,3,7,1,9,5,1,4,1,3,1,1,1,8,5,1,5,1,1,1,6,2,1,1,1,3,4
A_baseline,509,1,2.776064872741699,0.1006958931684494,1.734096799749658,0.0,0.1006958931684494,1,1,1,4,3,3,6,5,5,4,7,1,5,9,8,1,4,7,3,1,1,4,1,3,3,4,7,2,5,5,1
A_baseline,509,1,2.1034159660339355,0.08588961511850357,1.734096799749658,0.0,0.08588961511850357,1,1,1,7,1,1,1,4,1,1,3,3,1,6,1,8,5,9,1,5,1,4,4,4,4,1,5,2,1,1,6
A_baseline,509,1,1.8906614780426025,0.08444574475288391,1.734096799749658,0.0,0.08444574475288391,4,6,1,1,3,1,4,8,1,4,1,1,7,5,6,4,3,1,3,3,3,3,1,5,5,1,1,1,1,1,1
A_baseline,509,1,2.0402989387512207,0.10402147471904755,1.734096799749658,0.0,0.10402147471904755,1,8,4,4,3,1,1,6,3,1,3,4,3,1,4,2,1,4,1,1,2,1,4,5,7,5,1,4,2,1,5
A_baseline,509,1,4.079555988311768,0.10191166400909424,1.734096799749658,0.0,0.10191166400909424,1,5,1,1,3,1,3,1,1,1,8,4,5,4,1,1,6,1,3,1,1,6,3,5,7,5,3,4,1,8,9
A_baseline,509,1,3.4096810817718506,0.07572901248931885,1.734096799749658,0.0,0.07572901248931885,8,5,1,1,1,1,3,1,1,3,3,1,2,5,9,5,1,1,4,3,1,5,8,1,8,1,3,3,3,5,4
A_baseline,509,1,4.441883087158203,0.16556815803050995,1.734096799749658,0.0,0.16556815803050995,5,5,6,4,3,3,1,3,3,1,1,1,4,1,1,1,6,2,1,8,7,6,1,1,5,4,1,4,6,4,8
A_baseline,509,1,3.6957333087921143,0.09546811133623123,1.734096799749658,0.0,0.09546811133623123,7,6,1,2,3,2,4,1,1,5,1,3,5,4,1,1,1,4,5,5,1,3,5,4,1,1,9,1,1,5,1
A_baseline,509,1,2.807861566543579,0.07344087213277817,1.734096799749658,0.0,0.07344087213277817,4,4,1,1,5,7,1,3,5,1,4,1,1,4,8,6,1,4,3,2,9,1,6,4,3,1,3,4,3,1,5
A_baseline,509,1,4.903327465057373,0.17432062327861786,1.734096799749658,0.0,0.17432062327861786,1,5,4,6,6,1,4,3,2,1,3,9,3,6,3,8,7,4,4,6,1,1,4,1,5,1,5,5,1,1,5
A_baseline,509,1,6.423697471618652,0.25934502482414246,1.734096799749658,0.0,0.25934502482414246,5,6,1,2,1,4,1,1,5,5,1,9,1,1,1,5,3,1,4,1,3,4,3,4,3,6,1,1,1,2,3
A_baseline,509,1,2.0748419761657715,0.07403072714805603,1.734096799749658,0.0,0.07403072714805603,7,1,1,7,1,1,1,1,3,3,5,4,1,1,2,8,4,1,1,1,5,1,1,9,3,4,3,1,3,4,4
A_baseline,509,1,3.7536537647247314,0.12772254645824432,1.734096799749658,0.0,0.12772254645824432,5,6,1,1,4,5,3,7,1,1,1,1,4,4,4,1,1,3,1,1,1,2,1,5,5,4,3,7,5,3,1
A_baseline,509,1,4.155333518981934,0.11002539843320847,1.734096799749658,0.0,0.11002539843320847,1,5,5,8,3,1,1,6,3,1,5,1,7,1,3,6,3,4,3,4,4,3,5,5,1,4,4,1,1,1,3
A_baseline,509,1,2.366293430328369,0.07691659778356552,1.734096799749658,0.0,0.07691659778356552,1,4,5,1,3,6,1,1,5,4,1,1,5,4,4,3,1,8,1,1,6,5,3,7,5,1,1,6,2,8,4
A_baseline,509,1,3.1957902908325195,0.0928775817155838,1.734096799749658,0.0,0.0928775817155838,1,1,5,6,3,1,1,3,3,1,5,4,1,1,3,7,1,8,5,4,2,4,3,1,4,9,4,7,1,3,6
A_baseline,509,2,2.2260048389434814,0.07609313726425171,1.7161821449736312,0.0,0.07609313726425171,4,1,3,4,5,1,4,5,1,1,1,5,3,5,1,1,1,1,6,2,1,1,1,4,1,4,1,7,4,6,1
A_baseline,509,2,4.035985469818115,0.10066717863082886,1.7161821449736312,0.0,0.10066717863082886,1,5,5,2,1,2,1,6,3,6,1,8,1,6,1,4,1,1,5,5,5,6,5,1,3,9,1,3,2,1,6
A_baseline,509,2,2.2093844413757324,0.08427421003580093,1.7161821449736312,0.0,0.08427421003580093,1,3,1,4,4,7,5,2,1,7,5,1,1,4,1,1,4,1,1,6,5,1,3,8,3,5,2,4,6,5,1
A_baseline,509,2,4.470746994018555,0.14316393435001373,1.7161821449736312,0.0,0.14316393435001373,4,5,3,1,4,5,4,1,5,1,4,3,7,5,1,3,1,1,4,6,3,1,6,1,1,1,1,4,6,1,1
A_baseline,509,2,2.427809000015259,0.07380601018667221,1.7161821449736312,0.0,0.07380601018667221,3,3,1,1,3,4,4,1,9,1,4,1,1,1,1,5,1,1,4,3,1,1,1,4,1,4,6,1,6,3,6
A_baseline,509,2,1.9690760374069214,0.08265753090381622,1.7161821449736312,0.0,0.08265753090381622,4,6,4,1,3,1,7,5,4,9,4,1,7,1,1,1,8,1,8,3,1,1,9,6,5,4,4,1,1,3,3
A_baseline,509,2,1.9825265407562256,0.0796046331524849,1.7161821449736312,0.0,0.0796046331524849,1,1,6,2,3,1,3,1,1,1,4,3,1,1,1,1,3,6,5,5,1,5,1,1,1,1,4,2,9,8,4
A_baseline,509,2,2.280996561050415,0.07839220017194748,1.7161821449736312,0.0,0.07839220017194748,1,7,6,4,1,1,1,1,6,3,4,1,3,3,8,9,4,5,3,5,5,5,1,1,3,9,4,6,5,2,4
A_baseline,509,2,3.711127996444702,0.13770630955696106,1.7161821449736312,0.0,0.13770630955696106,5,1,3,4,2,1,6,5,5,4,7,1,5,1,8,1,3,7,8,4,1,4,1,3,3,1,7,2,5,5,1
A_baseline,509,2,2.480738401412964,0.1400517374277115,1.7161821449736312,0.0,0.1400517374277115,1,1,1,1,1,3,1,5,1,1,3,3,4,3,5,8,1,1,1,4,3,4,4,4,4,1,5,6,1,1,6
A_baseline,509,2,1.982293725013733,0.07461735606193542,1.7161821449736312,0.0,0.07461735606193542,1,8,4,1,3,3,1,3,3,1,1,4,1,1,1,2,1,3,1,5,2,1,4,5,4,5,1,3,5,1,5
A_baseline,509,2,4.2200751304626465,0.10915034264326096,1.7161821449736312,0.0,0.10915034264326096,4,5,1,4,3,1,3,1,1,5,8,4,5,4,1,1,1,1,3,1,1,6,3,5,1,1,3,4,1,8,9
A_baseline,509,2,4.261477470397949,0.11044088006019592,1.7161821449736312,0.0,0.11044088006019592,8,5,1,1,4,1,3,1,1,6,3,1,9,6,2,5,1,1,5,3,1,5,8,1,8,3,3,3,6,5,4
A_baseline,509,2,3.067686080932617,0.0752544105052948,1.7161821449736312,0.0,0.0752544105052948,1,5,1,1,3,3,1,3,3,9,1,1,4,1,1,1,7,2,1,7,7,6,1,1,5,1,1,4,3,4,8
A_baseline,509,2,5.691461563110352,0.1819668412208557,1.7161821449736312,0.0,0.1819668412208557,1,5,1,6,8,5,4,3,2,1,1,9,3,3,3,8,7,1,4,1,3,1,4,1,8,4,5,7,4,1,5
A_baseline,509,2,3.784172296524048,0.10633570700883865,1.7161821449736312,0.0,0.10633570700883865,4,6,1,2,3,4,1,8,5,4,1,9,7,5,6,5,3,1,4,1,1,4,3,4,3,4,1,6,1,2,3
A_baseline,509,2,1.9646731615066528,0.08089299499988556,1.7161821449736312,0.0,0.08089299499988556,7,1,1,7,1,3,1,1,3,3,5,4,1,1,2,8,4,9,1,1,5,1,1,9,5,5,3,1,3,4,4
A_baseline,509,2,2.213554620742798,0.07810370624065399,1.7161821449736312,0.0,0.07810370624065399,4,3,3,7,1,1,6,3,3,4,4,4,5,5,1,5,1,8,1,3,3,5,4,3,5,1,7,1,1,4,2
A_baseline,509,2,3.0606000423431396,0.10634533315896988,1.7161821449736312,0.0,0.10634533315896988,5,6,1,9,1,5,3,5,1,1,1,1,4,4,1,1,1,5,5,1,7,2,1,5,5,1,3,1,4,3,1
A_baseline,509,2,4.585577011108398,0.12777182459831238,1.7161821449736312,0.0,0.12777182459831238,1,5,5,1,1,1,1,1,3,2,5,1,7,1,5,6,3,4,1,4,5,3,5,5,4,4,4,1,3,1,3
A_baseline,509,2,2.5075037479400635,0.0921834334731102,1.7161821449736312,0.0,0.0921834334731102,5,4,4,5,1,5,1,2,1,3,3,7,9,1,5,5,4,1,3,1,6,1,8,4,1,1,4,3,3,2,1
A_baseline,509,2,2.417391061782837,0.07810603082180023,1.7161821449736312,0.0,0.07810603082180023,9,8,1,2,3,3,1,4,4,4,4,2,1,3,1,3,3,5,6,1,3,5,6,4,1,1,5,1,1,1,4
A_baseline,509,2,2.2686452865600586,0.0723680630326271,1.7161821449736312,0.0,0.0723680630326271,6,1,9,7,1,1,1,1,7,3,4,1,3,4,6,5,1,1,5,4,4,8,1,4,4,4,4,3,4,1,5
A_baseline,509,2,3.143704414367676,0.08189332485198975,1.7161821449736312,0.0,0.08189332485198975,1,1,5,6,2,1,1,3,3,1,5,4,1,4,3,7,1,8,5,5,3,4,3,1,1,2,4,1,1,3,6
A_baseline,509,3,2.521578788757324,0.08164510875940323,1.6886647506858457,0.0,0.08164510875940323,1,6,4,1,3,4,5,3,4,1,4,9,6,8,2,5,5,7,1,1,3,1,5,5,6,4,1,2,3,4,1
A_baseline,509,3,3.9106736183166504,0.09726298600435257,1.6886647506858457,0.0,0.09726298600435257,1,5,5,6,1,2,1,6,3,7,1,8,1,6,1,4,1,1,1,5,5,6,5,1,1,9,1,3,1,1,6
A_baseline,1023,1,4.811885833740234,0.2241705060005188,1.7362253278399087,0.0,0.2241705060005188,5,5,4,5,3,1,4,1,5,4,1,1,6,3,3,1,1,3,5,1,4,6,5,1,1,1,1,6,2,7,1
A_baseline,1023,1,7.437033176422119,0.32844144105911255,1.7362253278399087,0.0,0.32844144105911255,5,5,5,4,4,6,9,1,5,6,3,1,8,1,1,4,2,4,3,1,3,1,1,1,3,1,1,3,5,6,4
A_baseline,1023,1,3.8443901538848877,0.11914669722318649,1.7362253278399087,0.0,0.11914669722318649,9,5,1,7,1,3,9,4,3,5,6,6,4,4,5,3,4,4,5,1,6,8,1,4,7,1,1,9,3,7,1
A_baseline,1023,1,4.439223766326904,0.1565408557653427,1.7362253278399087,0.0,0.1565408557653427,2,5,1,3,1,8,1,4,1,2,2,3,5,1,1,4,1,6,1,5,5,1,7,3,4,8,1,5,1,3,1
A_baseline,1023,1,5.881563186645508,0.2028695046901703,1.7362253278399087,0.0,0.2028695046901703,5,5,1,3,4,8,1,5,1,7,5,3,4,4,4,3,1,4,1,1,5,1,1,1,4,6,1,1,1,4,1
A_baseline,1023,1,3.3647584915161133,0.08661800622940063,1.7362253278399087,0.0,0.08661800622940063,4,5,6,8,9,1,1,7,1,1,6,1,1,5,5,3,1,9,5,3,4,2,3,3,4,4,1,2,4,5,1
A_baseline,1023,1,3.554034471511841,0.11720883101224899,1.7362253278399087,0.0,0.11720883101224899,5,8,3,1,1,4,4,2,5,4,4,3,3,4,4,5,4,5,1,4,1,1,3,3,1,5,1,6,9,1,1
A_baseline,1023,1,3.0160481929779053,0.07523509114980698,1.7362253278399087,0.0,0.07523509114980698,1,7,1,4,9,5,1,1,5,6,1,5,4,3,1,4,3,4,5,5,5,1,1,1,1,5,1,3,5,4,1
A_baseline,1023,1,2.0338239669799805,0.08076063543558121,1.7362253278399087,0.0,0.08076063543558121,1,3,1,5,7,4,1,3,4,4,1,1,4,3,6,1,4,1,9,6,5,4,4,7,5,1,6,1,6,3,5
A_baseline,1023,1,4.267953395843506,0.0985427275300026,1.7362253278399087,0.0,0.0985427275300026,5,1,5,5,7,1,1,3,1,1,1,4,1,3,5,1,8,2,1,5,5,1,9,3,8,5,4,6,6,1,5
A_baseline,1023,1,3.864464044570923,0.12894925475120544,1.7362253278399087,0.0,0.12894925475120544,4,5,4,3,1,1,4,1,6,6,4,4,4,2,5,5,9,5,6,1,3,2,1,9,3,3,4,6,4,8,1
A_baseline,1023,1,4.136910438537598,0.13340231776237488,1.7362253278399087,0.0,0.13340231776237488,6,5,5,4,8,3,1,1,4,1,6,9,4,1,4,5,1,1,3,4,5,1,1,2,5,1,1,2,1,3,4
A_baseline,1023,1,5.225766658782959,0.17653587460517883,1.7362253278399087,0.0,0.17653587460517883,1,5,5,4,8,1,1,1,1,5,1,1,9,6,1,5,3,4,4,6,3,1,5,1,1,1,1,2,4,7,4
A_baseline,1023,1,2.8809423446655273,0.07757525146007538,1.7362253278399087,0.0,0.07757525146007538,1,1,1,4,1,9,5,1,5,1,4,1,5,1,3,7,5,1,6,7,5,4,3,1,3,4,5,3,1,1,3
A_baseline,1023,1,2.6738946437835693,0.07630269229412079,1.7362253278399087,0.0,0.07630269229412079,1,1,4,1,1,1,3,1,4,1,1,4,5,2,3,1,1,1,4,1,2,5,5,4,2,1,5,2,6,1,1
A_baseline,1023,1,4.850510120391846,0.17775875329971313,1.7362253278399087,0.0,0.17775875329971313,5,1,6,4,1,6,3,7,5,1,4,3,1,5,1,5,1,4,5,1,1,4,1,1,7,1,6,1,9,1,2
A_baseline,1023,1,2.8854663372039795,0.07862505316734314,1.7362253278399087,0.0,0.07862505316734314,3,1,4,3,4,1,4,5,2,1,1,4,1,1,3,1,5,4,9,1,1,5,3,1,5,7,1,4,6,6,1
A_baseline,1023,1,3.4639687538146973,0.07703129947185516,1.7362253278399087,0.0,0.07703129947185516,6,5,3,4,4,6,1,4,4,5,1,4,5,4,1,1,4,5,1,1,3,1,8,1,9,1,3,6,3,4,1
A_baseline,1023,1,5.405172824859619,0.177439346909523,1.7362253278399087,0.0,0.177439346909523,7,5,5,1,1,6,1,6,6,6,3,1,1,4,1,3,1,5,9,1,4,4,3,4,5,1,1,1,4,3,5
A_baseline,1023,1,3.586012601852417,0.08787813782691956,1.7362253278399087,0.0,0.08787813782691956,9,5,1,1,8,1,4,6,2,1,1,5,5,6,4,4,4,3,3,1,1,1,4,1,1,1,1,5,3,1,1
A_baseline,1023,1,2.95259165763855,0.1118985116481781,1.7362253278399087,0.0,0.1118985116481781,5,1,4,6,1,5,1,1,1,2,4,1,3,9,3,8,1,4,4,5,4,4,1,1,1,6,5,5,6,3,5
A_baseline,1023,1,2.101905107498169,0.07947132736444473,1.7362253278399087,0.0,0.07947132736444473,1,1,2,2,3,1,4,5,4,4,4,1,5,8,4,7,4,3,4,3,1,6,9,3,5,1,5,1,4,1,3
A_baseline,1023,1,3.338535785675049,0.08309277892112732,1.7362253278399087,0.0,0.08309277892112732,1,5,5,3,1,7,4,5,1,3,1,1,5,1,3,4,6,3,5,5,4,1,1,2,7,3,5,1,1,3,1
A_baseline,1023,1,3.0419373512268066,0.10566223412752151,1.7362253278399087,0.0,0.10566223412752151,5,6,3,1,1,1,2,4,1,1,3,1,5,5,5,6,4,5,4,1,5,3,4,3,3,4,3,1,4,5,4
A_baseline,1023,2,7.636439800262451,0.3546934723854065,1.7149049844666362,0.0,0.3546934723854065,5,5,5,4,4,1,9,1,5,6,1,1,8,4,3,4,4,4,3,1,8,1,1,1,3,1,1,5,5,6,4
A_baseline,1023,2,2.8356635570526123,0.09263197332620621,1.7149049844666362,0.0,0.09263197332620621,1,5,1,4,1,2,1,3,3,1,9,1,3,4,7,4,4,1,1,5,3,4,5,6,1,5,1,3,1,6,1
A_baseline,1023,2,4.321630477905273,0.12098120898008347,1.7149049844666362,0.0,0.12098120898008347,1,5,1,1,5,4,9,1,3,5,3,6,4,4,1,3,1,1,1,1,6,8,1,4,4,3,1,9,3,7,1
A_baseline,1023,2,3.7157514095306396,0.1612095832824707,1.7149049844666362,0.0,0.1612095832824707,1,5,1,3,1,7,1,4,1,2,4,3,5,4,3,4,4,3,5,5,5,1,7,3,4,8,1,5,1,3,1
A_baseline,1023,2,4.7108683586120605,0.14757226407527924,1.7149049844666362,0.0,0.14757226407527924,5,5,1,5,5,8,1,1,1,6,5,3,5,4,4,3,7,4,1,1,4,1,1,1,1,6,1,3,1,4,1
A_baseline,1023,2,3.656418800354004,0.11144348233938217,1.7149049844666362,0.0,0.11144348233938217,1,5,1,1,4,1,1,7,1,4,3,1,1,5,5,3,1,9,1,3,4,2,3,3,4,1,1,3,4,5,1
A_baseline,1023,2,2.1659188270568848,0.0871412381529808,1.7149049844666362,0.0,0.0871412381529808,3,1,2,1,4,1,7,4,4,1,1,4,1,1,1,4,1,3,1,1,5,1,3,3,1,1,3,2,6,8,4
A_baseline,1023,2,3.828981399536133,0.15649841725826263,1.7149049844666362,0.0,0.15649841725826263,5,8,3,1,1,1,4,4,5,4,4,3,1,4,1,5,4,1,9,4,7,1,3,3,1,5,1,1,3,1,1
A_baseline,1023,2,2.239018440246582,0.08625521510839462,1.7149049844666362,0.0,0.08625521510839462,1,7,1,4,4,4,1,1,5,8,4,5,6,3,4,4,1,4,3,5,3,1,1,1,1,6,1,1,8,4,1
A_baseline,1023,2,3.5414559841156006,0.09982319176197052,1.7149049844666362,0.0,0.09982319176197052,1,1,1,5,5,1,6,2,5,1,1,5,7,3,3,3,1,7,4,4,9,1,4,1,1,5,1,3,3,3,1
A_baseline,1023,2,3.406425714492798,0.09282594919204712,1.7149049844666362,0.0,0.09282594919204712,4,5,4,3,8,1,4,1,6,4,3,4,4,2,3,5,9,1,9,1,4,2,1,9,3,1,4,6,4,8,1
A_baseline,1023,2,3.9227004051208496,0.1578771024942398,1.7149049844666362,0.0,0.1578771024942398,6,5,5,4,4,1,1,1,4,1,5,9,1,1,4,5,1,1,1,4,8,1,1,2,5,4,1,2,5,3,4
A_baseline,1023,2,4.955779552459717,0.16766750812530518,1.7149049844666362,0.0,0.16766750812530518,1,5,5,4,3,1,1,1,1,5,1,1,9,6,4,5,3,1,9,6,3,1,5,1,7,4,1,1,3,7,4
A_baseline,1023,2,2.5389564037323,0.09139338880777359,1.7149049844666362,0.0,0.09139338880777359,1,1,1,1,1,1,3,1,4,1,4,4,4,6,3,1,4,1,4,1,5,5,5,4,5,1,5,8,1,1,1
A_baseline,1023,2,3.685389518737793,0.09790438413619995,1.7149049844666362,0.0,0.09790438413619995,5,1,5,1,4,1,3,1,1,5,4,1,4,9,1,4,1,1,5,3,5,1,2,1,4,1,6,5,5,4,8
A_baseline,1023,2,5.06027364730835,0.18403959274291992,1.7149049844666362,0.0,0.18403959274291992,5,1,6,1,1,1,3,7,5,1,3,3,9,5,1,5,1,1,5,1,1,4,1,1,7,1,6,1,3,1,2
A_baseline,1023,2,2.351318836212158,0.08472128212451935,1.7149049844666362,0.0,0.08472128212451935,1,1,1,1,1,4,1,3,6,8,4,4,5,3,6,1,1,1,1,6,4,3,1,4,5,1,1,1,6,7,1
A_baseline,1023,2,2.3817191123962402,0.09340144693851471,1.7149049844666362,0.0,0.09340144693851471,4,5,6,4,4,1,1,1,4,1,1,4,5,4,1,1,7,5,3,2,1,1,8,1,6,1,3,6,3,4,1
A_baseline,1023,2,6.430184841156006,0.2273663431406021,1.7149049844666362,0.0,0.2273663431406021,1,5,5,1,4,6,1,6,6,3,3,1,1,4,1,3,1,1,9,5,3,4,3,4,8,1,1,1,4,3,5
A_baseline,1023,2,4.56361198425293,0.1674315482378006,1.7149049844666362,0.0,0.1674315482378006,1,5,1,1,8,1,4,3,2,9,1,5,9,6,4,4,4,3,3,1,1,1,4,1,1,1,1,5,3,1,1
A_baseline,1023,2,3.5862512588500977,0.08781522512435913,1.7149049844666362,0.0,0.08781522512435913,5,1,5,1,1,1,1,1,1,7,5,1,3,9,1,8,1,4,4,5,4,4,1,1,8,1,5,5,6,3,5
